Date,Customer ID,Visits,Sales
2015-01-01,194,1,0
2015-01-01,195,1,0
2015-01-01,196,2,0
2015-01-01,197,3,0
2015-01-01,198,1,0
2015-01-01,199,5,0
2015-01-01,200,1,0
2015-01-01,201,1,0
2015-01-01,202,2,0
2015-01-01,204,8,0
2015-01-01,205,1,0
2015-01-01,206,5,0
2015-01-01,207,1,0
2015-01-01,208,1,0
2015-01-01,210,1,0
2015-01-01,211,2,0
2015-01-01,213,1,0
2015-01-01,214,1,0
2015-01-01,215,5,0
2015-01-01,216,3,0
2015-01-01,217,1,0
2015-01-01,218,3,0
2015-01-01,220,2,0
2015-01-01,221,1,0
2015-01-01,222,2,0
2015-01-01,223,2,0
2015-01-01,224,1,0
2015-01-01,226,1,0
2015-01-01,227,4,0
2015-01-01,229,1,0
2015-01-01,231,2,0
2015-01-01,232,5,0
2015-01-01,233,3,0
2015-01-01,234,1,0
2015-01-01,235,2,0
2015-01-01,236,1,0
2015-01-01,239,5,0
2015-01-01,240,2,0
2015-01-01,241,2,0
2015-01-01,242,11,0
2015-01-01,243,5,0
2015-01-01,244,1,0
2015-01-01,245,1,0
2015-01-01,246,1,0
2015-01-01,247,1,0
2015-01-01,248,1,0
2015-01-01,249,14,0
2015-01-01,250,1,0
2015-01-01,251,1,0
2015-01-01,253,7,1
2015-01-01,255,2,1
2015-01-01,256,2,0
2015-01-01,257,2,0
2015-01-01,259,1,0
2015-01-01,261,1,0
2015-01-01,262,5,0
2015-01-01,265,2,0
2015-01-01,266,4,0
2015-01-01,268,3,0
2015-01-01,269,1,0
2015-01-01,271,1,0
2015-01-01,272,9,1
2015-01-01,273,3,0
2015-01-01,275,1,0
2015-01-01,276,2,0
2015-01-01,277,2,0
2015-01-01,278,6,0
2015-01-01,280,1,0
2015-01-01,281,1,0
2015-01-01,282,1,0
2015-01-01,283,2,0
2015-01-01,284,1,1
2015-01-01,285,1,0
2015-01-01,287,9,0
2015-01-01,288,1,0
2015-01-01,289,1,0
2015-01-01,292,2,0
2015-01-01,293,2,0
2015-01-01,294,1,0
2015-01-01,295,1,0
2015-01-01,296,4,0
2015-01-01,298,4,0
2015-01-01,299,2,1
2015-01-01,300,2,0
2015-01-01,301,2,0
2015-01-01,302,1,0
2015-01-01,304,5,0
2015-01-01,305,1,0
2015-01-01,307,2,0
2015-01-01,311,1,0
2015-01-01,312,5,0
2015-01-01,313,2,1
2015-01-01,315,1,0
2015-01-01,317,1,0
2015-01-01,320,1,0
2015-01-01,321,1,0
2015-01-01,322,1,0
2015-01-01,323,1,0
2015-01-01,324,1,0
2015-01-01,325,2,0
2015-01-01,327,3,2
2015-01-01,328,4,0
2015-01-01,329,1,0
2015-01-01,330,1,0
2015-01-01,331,2,0
2015-01-01,332,1,0
2015-01-01,333,1,0
2015-01-01,334,3,0
2015-01-01,337,2,1
2015-01-01,339,5,0
2015-01-01,340,3,0
2015-01-01,341,2,0
2015-01-01,342,1,0
2015-01-01,343,2,0
2015-01-01,344,3,1
2015-01-01,345,1,0
2015-01-01,346,1,0
2015-01-01,347,2,0
2015-01-01,348,2,0
2015-01-01,350,1,0
2015-01-01,351,3,0
2015-01-01,352,2,2
2015-01-01,353,1,0
2015-01-01,354,2,0
2015-01-01,355,1,0
2015-01-01,356,1,0
2015-01-01,358,1,0
2015-01-01,360,2,0
2015-01-01,361,3,0
2015-01-01,365,1,1
2015-01-01,366,1,0
2015-01-01,367,15,1
2015-01-01,368,1,0
2015-01-01,369,1,0
2015-01-01,371,2,0
2015-01-01,375,2,0
2015-01-01,377,5,0
2015-01-01,379,3,0
2015-01-01,380,1,0
2015-01-01,381,2,0
2015-01-01,382,2,0
2015-01-01,383,1,0
2015-01-01,384,2,0
2015-01-01,386,2,0
2015-01-01,387,1,0
2015-01-01,388,4,0
2015-01-01,389,2,0
2015-01-01,390,3,0
2015-01-01,391,1,0
2015-01-01,392,1,0
2015-01-01,393,1,0
2015-01-01,394,3,0
2015-01-01,396,1,0
2015-01-01,397,1,0
2015-01-01,398,1,0
2015-01-01,399,2,0
2015-01-01,403,2,0
2015-01-01,405,3,0
2015-01-01,408,2,0
2015-01-01,409,1,0
2015-01-01,410,2,0
2015-01-01,412,1,0
2015-01-01,413,1,0
2015-01-01,414,4,0
2015-01-01,415,1,0
2015-01-01,417,2,0
2015-01-01,418,2,0
2015-01-01,419,3,0
2015-01-01,420,1,0
2015-01-01,422,1,0
2015-01-01,423,2,0
2015-01-01,424,2,0
2015-01-01,425,2,0
2015-01-01,426,2,0
2015-01-01,427,2,0
2015-01-01,428,1,0
2015-01-01,430,1,0
2015-01-01,431,1,0
2015-01-01,432,1,0
2015-01-01,433,3,0
2015-01-01,434,1,0
2015-01-01,435,1,0
2015-01-01,436,1,0
2015-01-01,438,2,0
2015-01-01,439,5,0
2015-01-01,440,1,0
2015-01-01,442,2,0
2015-01-01,444,1,0
2015-01-01,445,1,0
2015-01-01,446,5,0
2015-01-01,448,1,0
2015-01-01,450,2,0
2015-01-01,451,4,0
2015-01-01,452,1,0
2015-01-01,455,1,0
2015-01-01,456,2,0
2015-01-01,457,3,1
2015-01-01,459,1,0
2015-01-01,461,1,0
2015-01-01,464,5,0
2015-01-01,469,1,0
2015-01-01,470,21,5
2015-01-01,471,1,0
2015-01-01,472,2,0
2015-01-01,473,1,0
2015-01-01,477,6,1
2015-01-01,478,13,0
2015-01-01,479,1,0
2015-01-01,480,2,0
2015-01-01,481,2,1
2015-01-01,482,3,0
2015-01-01,483,1,0
2015-01-01,484,5,0
2015-01-01,486,1,0
2015-01-01,488,1,0
2015-01-01,489,2,0
2015-01-01,490,2,1
2015-01-01,491,1,0
2015-01-01,497,2,0
2015-01-01,499,1,0
2015-01-01,500,2,0
2015-01-01,501,2,0
2015-01-01,502,1,0
2015-01-01,505,1,0
2015-01-01,506,2,0
2015-01-01,508,1,0
2015-01-01,509,1,0
2015-01-01,510,1,1
2015-01-01,511,1,0
2015-01-01,512,1,0
2015-01-01,513,1,0
2015-01-01,515,1,0
2015-01-01,516,1,0
2015-01-01,517,1,0
2015-01-01,518,12,0
2015-01-01,519,1,0
2015-01-01,520,1,0
2015-01-01,521,2,0
2015-01-01,522,1,0
2015-01-01,523,1,0
2015-01-01,524,2,0
2015-01-01,526,1,0
2015-01-01,527,1,0
2015-01-01,528,1,0
2015-01-01,529,1,0
2015-01-01,530,1,0
2015-01-01,531,11,1
2015-01-01,532,1,0
2015-01-01,533,1,0
2015-01-01,534,1,0
2015-01-01,535,5,0
2015-01-01,536,3,0
2015-01-01,538,1,0
2015-01-01,539,2,0
2015-01-01,540,2,0
2015-01-01,541,1,0
2015-01-01,542,1,0
2015-01-01,543,3,0
2015-01-01,544,1,0
2015-01-01,547,13,0
2015-01-01,549,1,0
2015-01-01,550,2,1
2015-01-01,551,1,0
2015-01-01,552,2,0
2015-01-01,553,1,0
2015-01-01,554,4,0
2015-01-01,555,1,0
2015-01-01,556,1,0
2015-01-01,557,3,0
2015-01-01,558,4,0
2015-01-01,560,2,0
2015-01-01,562,2,0
2015-01-01,563,2,0
2015-01-01,564,1,0
2015-01-01,566,12,2
2015-01-01,570,5,0
2015-01-01,571,2,0
2015-01-01,572,3,0
2015-01-01,573,1,0
2015-01-01,576,1,0
2015-01-01,577,2,0
2015-01-01,578,1,0
2015-01-01,579,6,0
2015-01-01,582,1,0
2015-01-01,583,1,0
2015-01-01,585,3,0
2015-01-01,589,2,0
2015-01-01,590,2,0
2015-01-01,592,1,0
2015-01-01,593,1,0
2015-01-01,596,4,1
2015-01-01,597,1,0
2015-01-01,598,2,0
2015-01-01,599,13,2
2015-01-01,600,2,0
2015-01-01,601,2,0
2015-01-01,603,1,0
2015-01-01,604,1,0
2015-01-01,605,1,0
2015-01-01,606,2,0
2015-01-01,607,1,0
2015-01-01,608,1,0
2015-01-01,611,6,0
2015-01-01,613,1,0
2015-01-01,616,2,0
2015-01-01,618,3,0
2015-01-01,621,1,0
2015-01-01,622,1,0
2015-01-01,625,2,0
2015-01-01,626,1,0
2015-01-01,631,2,0
2015-01-01,633,5,0
2015-01-01,635,2,0
2015-01-01,640,1,0
2015-01-01,644,15,0
2015-01-01,645,2,0
2015-01-01,646,2,0
2015-01-01,647,3,0
2015-01-01,648,2,0
2015-01-01,652,7,0
2015-01-01,653,1,0
2015-01-01,654,2,0
2015-01-01,656,1,0
2015-01-01,658,1,0
2015-01-01,659,3,0
2015-01-01,660,5,0
2015-01-01,661,1,0
2015-01-01,663,3,0
2015-01-01,665,1,0
2015-01-01,666,8,0
2015-01-01,667,10,0
2015-01-01,668,1,0
2015-01-01,669,2,0
2015-01-01,671,2,0
2015-01-01,673,1,0
2015-01-01,675,1,0
2015-01-01,676,1,0
2015-01-01,677,2,0
2015-01-01,678,1,0
2015-01-01,680,5,0
2015-01-01,682,2,0
2015-01-01,683,6,0
2015-01-01,684,2,0
2015-01-01,685,1,0
2015-01-01,689,1,0
2015-01-01,690,1,0
2015-01-01,691,1,0
2015-01-01,692,1,0
2015-01-01,694,1,0
2015-01-01,695,1,0
2015-01-01,696,9,4
2015-01-01,697,4,0
2015-01-01,698,2,0
2015-01-01,699,1,0
2015-01-01,701,1,0
2015-01-01,703,1,0
2015-01-01,704,2,0
2015-01-01,705,2,0
2015-01-01,706,1,0
2015-01-01,707,1,0
2015-01-01,710,2,0
2015-01-01,711,3,0
2015-01-01,713,5,0
2015-01-01,714,4,1
2015-01-01,715,3,0
2015-01-01,716,2,0
2015-01-01,719,2,0
2015-01-01,720,2,0
2015-01-01,721,5,0
2015-01-01,722,2,0
2015-01-01,724,1,0
2015-01-01,725,1,0
2015-01-01,726,1,0
2015-01-01,727,1,0
2015-01-01,728,7,0
2015-01-01,729,2,0
2015-01-01,730,6,0
2015-01-01,731,8,0
2015-01-01,732,2,0
2015-01-01,733,2,0
2015-01-01,734,2,0
2015-01-01,735,1,0
2015-01-01,736,1,0
2015-01-01,738,3,2
2015-01-01,739,2,0
2015-01-01,740,1,0
2015-01-01,741,8,0
2015-01-01,742,3,0
2015-01-01,743,1,0
2015-01-01,744,3,0
2015-01-01,745,1,0
2015-01-01,746,1,0
2015-01-01,747,2,0
2015-01-01,748,2,0
2015-01-01,749,1,0
2015-01-01,750,2,0
2015-01-01,751,1,0
2015-01-01,752,2,0
2015-01-01,753,2,0
2015-01-01,754,1,0
2015-01-01,755,3,0
2015-01-01,756,1,0
2015-01-01,758,4,0
2015-01-01,760,4,0
2015-01-01,762,1,1
2015-01-01,763,2,0
2015-01-01,764,1,0
2015-01-01,766,1,0
2015-01-01,767,1,0
2015-01-01,768,1,0
2015-01-01,769,2,0
2015-01-01,770,3,0
2015-01-01,771,4,0
2015-01-01,772,2,0
2015-01-01,773,1,0
2015-01-01,774,1,0
2015-01-01,775,2,0
2015-01-01,776,1,0
2015-01-01,777,1,0
2015-01-01,778,1,0
2015-01-01,779,1,0
2015-01-01,780,3,0
2015-01-01,781,3,0
2015-01-01,782,2,0
2015-01-01,783,2,0
2015-01-01,786,1,0
2015-01-01,787,1,0
2015-01-01,788,1,0
2015-01-01,789,15,0
2015-01-01,791,1,0
2015-01-01,792,1,0
2015-01-01,793,1,0
2015-01-01,794,2,0
2015-01-01,795,1,0
2015-01-01,797,1,0
2015-01-01,798,3,0
2015-01-01,799,1,1
2015-01-01,800,13,0
2015-01-01,802,1,0
2015-01-01,803,1,0
2015-01-01,805,3,0
2015-01-01,806,1,0
2015-01-01,807,1,0
2015-01-01,808,1,0
2015-01-01,811,1,0
2015-01-01,812,1,0
2015-01-01,813,1,0
2015-01-01,814,1,0
2015-01-01,816,1,0
2015-01-01,817,1,0
2015-01-01,819,1,0
2015-01-01,820,1,0
2015-01-01,821,1,0
2015-01-01,822,1,0
2015-01-01,823,1,0
2015-01-01,825,21,1
2015-01-01,826,3,0
2015-01-01,828,2,0
2015-01-01,829,2,0
2015-01-01,830,13,0
2015-01-01,831,1,0
2015-01-01,833,9,0
2015-01-01,834,7,0
2015-01-01,835,1,0
2015-01-01,836,3,0
2015-01-01,837,4,0
2015-01-01,838,4,0
2015-01-01,839,7,0
2015-01-01,841,1,0
2015-01-01,842,1,0
2015-01-01,844,2,0
2015-01-01,847,4,0
2015-01-01,848,1,0
2015-01-01,849,3,0
2015-01-01,850,8,0
2015-01-01,851,2,0
2015-01-01,852,2,0
2015-01-01,853,10,0
2015-01-01,855,3,0
2015-01-01,856,2,0
2015-01-01,857,4,0
2015-01-01,858,3,0
2015-01-01,859,2,0
2015-01-01,860,1,0
2015-01-01,861,1,0
2015-01-01,862,1,0
2015-01-01,863,1,0
2015-01-01,865,2,0
2015-01-01,866,2,0
2015-01-01,868,1,0
2015-01-01,869,3,0
2015-01-01,870,8,0
2015-01-01,873,1,0
2015-01-01,874,1,0
2015-01-01,876,1,0
2015-01-01,877,3,0
2015-01-01,878,1,0
2015-01-01,879,1,0
2015-01-01,881,1,0
2015-01-01,882,2,0
2015-01-01,883,1,0
2015-01-01,884,1,0
2015-01-01,886,1,0
2015-01-01,887,2,0
2015-01-01,888,1,0
2015-01-01,889,8,0
2015-01-01,891,1,0
2015-01-01,892,1,0
2015-01-01,894,2,0
2015-01-01,895,6,0
2015-01-01,897,1,0
2015-01-01,898,10,0
2015-01-01,900,1,0
2015-01-01,901,1,0
2015-01-01,904,1,0
2015-01-01,905,3,0
2015-01-01,906,1,0
2015-01-01,907,6,0
2015-01-01,908,5,0
2015-01-01,909,16,0
2015-01-01,910,1,0
2015-01-01,911,1,0
2015-01-01,913,3,0
2015-01-01,914,4,0
2015-01-01,915,3,0
2015-01-01,916,1,0
2015-01-01,917,1,0
2015-01-01,918,1,0
2015-01-01,919,1,0
2015-01-01,920,3,0
2015-01-01,921,1,0
2015-01-01,925,6,0
2015-01-01,926,3,0
2015-01-01,927,4,1
2015-01-01,929,1,0
2015-01-01,930,1,0
2015-01-01,931,1,0
2015-01-01,932,3,0
2015-01-01,934,1,0
2015-01-01,936,2,0
2015-01-01,938,9,0
2015-01-01,940,3,1
2015-01-01,941,1,0
2015-01-01,942,4,0
2015-01-01,943,2,0
2015-01-01,944,4,0
2015-01-01,945,3,0
2015-01-01,946,2,0
2015-01-01,947,13,0
2015-01-01,948,1,1
2015-01-01,949,1,0
2015-01-01,950,1,0
2015-01-01,951,1,0
2015-01-01,952,2,1
2015-01-01,953,2,0
2015-01-01,954,2,0
2015-01-01,955,4,0
2015-01-01,956,1,0
2015-01-01,957,1,0
2015-01-01,958,1,0
2015-01-01,959,1,0
2015-01-01,960,1,0
2015-01-01,961,1,0
2015-01-01,962,2,0
2015-01-01,963,3,0
2015-01-01,965,1,0
2015-01-01,966,1,0
2015-01-01,967,4,0
2015-01-01,969,1,0
2015-01-01,970,4,0
2015-01-01,971,1,0
2015-01-01,972,7,1
2015-01-01,973,1,0
2015-01-01,975,1,0
2015-01-01,976,3,0
2015-01-01,977,1,0
2015-01-01,978,2,0
2015-01-01,979,1,0
2015-01-01,980,1,0
2015-01-01,981,1,0
2015-01-01,982,5,0
2015-01-01,983,1,0
2015-01-01,984,1,0
2015-01-01,985,4,0
2015-01-01,989,1,0
2015-01-01,990,1,0
2015-01-01,991,2,0
2015-01-01,992,6,0
2015-01-01,993,1,0
2015-01-01,994,3,0
2015-01-01,995,6,0
2015-01-01,998,1,0
2015-01-01,999,1,0
2015-01-01,1003,4,0
2015-01-01,1004,1,0
2015-01-01,1005,2,0
2015-01-01,1006,2,0
2015-01-01,1008,4,0
2015-01-01,1010,1,0
2015-01-01,1012,1,0
2015-01-01,1013,1,0
2015-01-01,1014,2,0
2015-01-01,1015,2,0
2015-01-01,1017,1,0
2015-01-01,1018,3,0
2015-01-01,1020,6,0
2015-01-01,1021,3,1
2015-01-01,1022,2,0
2015-01-01,1024,1,0
2015-01-01,1025,1,0
2015-01-01,1027,4,0
2015-01-01,1028,1,0
2015-01-01,1029,1,0
2015-01-01,1030,1,1
2015-01-01,1031,3,0
2015-01-01,1032,3,0
2015-01-01,1033,1,0
2015-01-01,1034,3,0
2015-01-01,1035,1,0
2015-01-01,1036,4,0
2015-01-01,1037,2,0
2015-01-01,1041,2,0
2015-01-01,1042,1,0
2015-01-01,1043,1,0
2015-01-01,1045,3,0
2015-01-01,1046,1,0
2015-01-01,1048,5,0
2015-01-01,1049,1,0
2015-01-01,1051,3,0
2015-01-01,1053,2,0
2015-01-01,1054,5,0
2015-01-01,1055,1,0
2015-01-01,1056,2,0
2015-01-01,1057,4,0
2015-01-01,1059,2,0
2015-01-01,1060,1,0
2015-01-01,1061,1,0
2015-01-01,1062,2,0
2015-01-01,1064,3,0
2015-01-01,1065,12,0
2015-01-01,1066,4,0
2015-01-01,1067,2,0
2015-01-01,1069,1,0
2015-01-01,1070,1,0
2015-01-01,1072,1,0
2015-01-01,1073,19,0
2015-01-01,1074,2,0
2015-01-01,1075,2,0
2015-01-01,1076,6,0
2015-01-01,1079,2,0
2015-01-01,1081,2,0
2015-01-01,1083,6,0
2015-01-01,1084,3,0
2015-01-01,1085,1,0
2015-01-01,1086,5,0
2015-01-01,1087,1,0
2015-01-01,1088,4,0
2015-01-01,1089,9,0
2015-01-01,1090,7,4
2015-01-01,1091,2,0
2015-01-01,1092,2,0
2015-01-01,1093,3,0
2015-01-01,1094,2,0
2015-01-01,1095,3,0
2015-01-01,1096,2,0
2015-01-01,1097,2,0
2015-01-01,1100,14,7
2015-01-01,1101,2,0
2015-01-01,1102,5,0
2015-01-01,1103,1,0
2015-01-01,1105,4,1
2015-01-01,1106,1,0
2015-01-01,1107,1,0
2015-01-01,1108,1,0
2015-01-01,1109,2,0
2015-01-01,1110,5,4
2015-01-01,1111,4,2
2015-01-01,1112,2,0
2015-01-01,1113,3,0
2015-01-01,1115,2,0
2015-01-01,1116,3,0
2015-01-01,1119,2,0
2015-01-01,1120,13,0
2015-01-01,1122,4,0
2015-01-01,1123,2,0
2015-01-01,1124,1,1
2015-01-01,1125,2,0
2015-01-01,1128,1,0
2015-01-01,1129,2,0
2015-01-01,1130,1,0
2015-01-01,1131,2,0
2015-01-01,1134,4,0
2015-01-01,1135,4,0
2015-01-01,1137,2,1
2015-01-01,1138,3,0
2015-01-01,1139,2,0
2015-01-01,1141,6,0
2015-01-01,1143,1,0
2015-01-01,1146,4,0
2015-01-01,1147,6,0
2015-01-01,1148,1,0
2015-01-01,1149,2,0
2015-01-01,1150,2,0
2015-01-01,1151,4,0
2015-01-01,1154,2,0
2015-01-01,1155,1,0
2015-01-01,1156,2,0
2015-01-01,1157,1,0
2015-01-01,1158,1,0
2015-01-01,1159,3,0
2015-01-01,1161,4,0
2015-01-01,1162,2,0
2015-01-01,1163,1,0
2015-01-01,1164,2,0
2015-01-01,1165,11,0
2015-01-01,1166,1,0
2015-01-01,1167,4,0
2015-01-01,1169,14,0
2015-01-01,1173,3,0
2015-01-01,1174,1,0
2015-01-01,1178,1,0
2015-01-01,1179,4,0
2015-01-01,1180,10,0
2015-01-01,1181,4,0
2015-01-01,1182,10,0
2015-01-01,1183,3,1
2015-01-01,1184,1,0
2015-01-01,1185,1,0
2015-01-01,1186,1,0
2015-01-01,1187,2,0
2015-01-01,1188,2,0
2015-01-01,1190,2,0
2015-01-01,1191,1,0
2015-01-01,1192,3,0
2015-01-01,1193,7,1
2015-01-01,1194,2,0
2015-01-01,1195,2,0
2015-01-01,1196,8,4
2015-01-01,1198,1,0
2015-01-01,1199,1,0
2015-01-01,1202,4,0
2015-01-01,1203,1,0
2015-01-01,1204,2,0
2015-01-01,1205,14,0
2015-01-01,1206,2,0
2015-01-01,1207,9,0
2015-01-01,1208,63,0
2015-01-01,1209,1,0
2015-01-01,1210,7,0
2015-01-01,1213,2,1
2015-01-01,1214,1,0
2015-01-01,1215,3,0
2015-01-01,1216,1,0
2015-01-01,1217,2,0
2015-01-01,1218,1,0
2015-01-01,1220,2,0
2015-01-01,1221,2,0
2015-01-01,1222,3,0
2015-01-01,1223,2,0
2015-01-01,1224,1,0
2015-01-01,1225,3,0
2015-01-01,1226,3,0
2015-01-01,1228,4,0
2015-01-01,1229,1,0
2015-01-01,1230,1,0
2015-01-01,1231,3,0
2015-01-01,1232,1,0
2015-01-01,1233,10,0
2015-01-01,1235,2,0
2015-01-01,1237,3,0
2015-01-01,1238,4,0
2015-01-01,1239,3,0
2015-01-01,1240,2,0
2015-01-01,1241,1,0
2015-01-01,1243,1,0
2015-01-01,1244,4,0
2015-01-01,1246,5,0
2015-01-01,1248,1,0
2015-01-01,1249,1,0
2015-01-01,1250,2,0
2015-01-01,1253,2,0
2015-01-01,1254,1,0
2015-01-01,1256,1,0
2015-01-01,1257,3,0
2015-01-01,1258,4,0
2015-01-01,1260,1,0
2015-01-01,1261,2,0
2015-01-01,1262,3,0
2015-01-01,1263,1,0
2015-01-01,1267,2,0
2015-01-01,1268,1,0
2015-01-01,1269,1,0
2015-01-01,1270,2,0
2015-01-01,1272,1,0
2015-01-01,1274,2,0
2015-01-01,1275,2,0
2015-01-01,1277,3,0
2015-01-01,1278,1,0
2015-01-01,1279,1,0
2015-01-01,1282,1,0
2015-01-01,1283,3,0
2015-01-01,1284,1,0
2015-01-01,1285,1,0
2015-01-01,1287,3,0
2015-01-01,1288,3,0
2015-01-01,1290,3,0
2015-01-01,1291,2,0
2015-01-01,1292,3,0
2015-01-01,1295,3,0
2015-01-01,1297,2,0
2015-01-01,1298,13,1
2015-01-01,1299,3,0
2015-01-01,1301,2,0
2015-01-01,1302,2,0
2015-01-01,1304,3,0
2015-01-01,1305,2,0
2015-01-01,1307,1,0
2015-01-01,1308,3,1
2015-01-01,1309,2,0
2015-01-01,1310,2,0
2015-01-01,1311,1,0
2015-01-01,1312,16,0
2015-01-01,1314,3,0
2015-01-01,1315,1,0
2015-01-01,1316,1,0
2015-01-01,1317,3,0
2015-01-01,1319,1,0
2015-01-01,1320,1,0
2015-01-01,1323,3,0
2015-01-01,1325,1,0
2015-01-01,1327,1,0
2015-01-01,1328,3,0
2015-01-01,1330,2,0
2015-01-01,1331,2,0
2015-01-01,1332,2,0
2015-01-01,1333,1,0
2015-01-01,1334,1,0
2015-01-01,1335,2,0
2015-01-01,1336,3,0
2015-01-01,1340,8,0
2015-01-01,1341,5,0
2015-01-01,1342,2,0
2015-01-01,1343,4,0
2015-01-01,1344,1,0
2015-01-01,1345,1,0
2015-01-01,1346,2,0
2015-01-01,1348,1,0
2015-01-01,1350,2,0
2015-01-01,1351,12,0
2015-01-01,1352,1,0
2015-01-01,1353,1,0
2015-01-01,1355,2,0
2015-01-01,1356,1,0
2015-01-01,1357,1,0
2015-01-01,1358,4,0
2015-01-01,1359,1,0
2015-01-01,1360,3,0
2015-01-01,1361,12,2
2015-01-01,1362,2,0
2015-01-01,1364,5,2
2015-01-01,1365,1,0
2015-01-01,1367,2,0
2015-01-01,1368,2,0
2015-01-01,1370,1,0
2015-01-01,1371,6,2
2015-01-01,1372,1,0
2015-01-01,1374,1,0
2015-01-01,1376,6,0
2015-01-01,1377,4,0
2015-01-01,1378,5,1
2015-01-01,1382,1,0
2015-01-01,1383,1,0
2015-01-01,1384,12,0
2015-01-01,1385,1,0
2015-01-01,1387,1,1
2015-01-01,1388,1,0
2015-01-01,1389,1,0
2015-01-01,1390,2,0
2015-01-01,1391,2,0
2015-01-01,1392,2,0
2015-01-01,1393,1,0
2015-01-01,1394,17,0
2015-01-01,1395,2,0
2015-01-01,1397,2,0
2015-01-01,1398,10,0
2015-01-01,1399,2,1
2015-01-01,1401,2,0
2015-01-01,1402,3,0
2015-01-01,1403,4,0
2015-01-01,1404,4,0
2015-01-01,1407,3,0
2015-01-01,1409,4,2
2015-01-01,1412,1,0
2015-01-01,1413,2,0
2015-01-01,1415,1,0
2015-01-01,1416,4,0
2015-01-01,1417,3,0
